tx_hash,block_number,timestamp,from_address,to_address,value_eth,gas_limit,gas_used,gas_price_gwei,transaction_fee,nonce,tx_index,is_contract_interaction,input_data,input_data_length,transaction_status,anomaly_flag,transaction_type,date,hour,day_of_week,day_name,gas_usage_ratio,fee_to_value_ratio,transaction_id,is_triangulation
0xdeace73dc2a263c5a88c00dab5b2de0997d3efc49a5e194dd0cea80537172909,2233521,2023-03-09 12:00:46,0x3c4c5c48b3683b5540dfbe5f57a46f0cfbacb2b7,0x04d53e54ade97893d8d3a6f3f6b59dffe8aef90f,1.788111,186184,149095,105,19549320,974,161,1,0x07bfb113366eb65fa090acb65d2529e39134cb9391d3b3e3c2139a971205ac4c8db985875ee58,79,Success,0,contract_interaction,2023-03-09,12,3,Thursday,0.8007938383534567,10932945.437951,32689,False
0x288a45519d82bec7a081656c0d60b94fea37ae8da62711625eed88d6e05b322c,4546912,2022-10-20 00:19:39,0x6bfc1efd757360b659b98ec87d0f86b88a0464d7,0x4c9231e92cc8aa77665e7549aba4f677569fbd49,0.022456,6714942,6508646,127,852797634,548,101,0,0x595a1455ada1cbf76241e49cf6f2d7af0c0,37,Success,1,transfer,2022-10-20,0,3,Thursday,0.9692780667353492,37976381991.44994,39100,False
0x2eb83d682a9e333182da7fb850758d6a9e18767bf734015288975a367ce7dcd1,8871520,2018-11-19 04:48:26,0xd12eb1c179b53fc54170c6d5fd6d4f1a67f4a523,0xdecbc9eb1bba2b0d735792f30fd89d064cfe7c10,0.914039,189111,31905,140,26475540,243,71,1,0x44454b7d515dac48ad7bfa219,27,Success,0,contract_interaction,2018-11-19,4,0,Monday,0.1687104399003759,28965438.01741501,27279,False
0x2375accbb1be4598ea64f46b64896913fc6fe8dc016ed0d9b8e5f4f11e410308,2916764,2018-03-14 10:11:01,0xfa23da197f641c4716201a33401223638e64e09f,0x12bb44880f94f4bd4b99a63e25b0477711ee11e6,0.770139,24772,21553,76,1882672,451,143,0,0x76ea626397fabeff4b3f1f379cfa3e287ff17d87f9a39942231ebd120578f481b4aa50a15ec8,78,Success,0,transfer,2018-03-14,10,2,Wednesday,0.8700549006943323,2444587.275803459,91240,False
0x1fb382e52e9a80f14808774567a0ce2717d5bffe78c05d368fbaa5b055f3bfa8,1623866,2018-12-11 02:09:35,0x45ecd262fe1a5f195ac6e8e151c2e0088baea4c4,0x9f8938cbdfd135445ea6f2ffb0dd1cd897ac8fc6,0.590339,479077,134280,146,69945242,775,66,1,0x52a8be545ec5185f98bb8751761441e2c1630d65a05a22b798521a1e,58,Success,1,contract_interaction,2018-12-11,2,1,Tuesday,0.2802889723363885,118483180.003354,8216,False
0x42e73f7fdb6edc7037d08acc4660a304697e75a8014e2b1c4537f0c4845c94a6,3431219,2018-12-21 16:46:18,0x5fdec7adda733296db5c7ff5c44804d7cd8f6dd2,0xd6701f1a65ec202990ff7982be30082d1353bf47,0.623377,26319,23397,9,236871,682,40,0,0xf834af84487437f9de73ade066aa9,31,Success,0,transfer,2018-12-21,16,4,Friday,0.8889775447395418,379980.33292854886,94754,False
0x1d9388be98925d773839dce38785b1a26052887a9dcd66499e4698dcce9a4780,2833059,2022-01-22 04:35:29,0xe42cecc9aabaf4660b93b38cea8dde2124cc2a51,0x6a5c388e7e5be9d16f62ed011b36e79a7ec9305c,0.00339,24062,21124,7,168434,22,161,0,0x768717b8c96699249ce5d9114eb758,32,Success,0,transfer,2022-01-22,4,5,Saturday,0.8778987615327072,49685545.722713865,30816,False
0x38dbd387e90313b3707e5b8e1704b7bd6dae7e1a478de2462d45cf791f2babd5,14324575,2016-07-08 02:07:47,0x0ffcdb0be54655ad23f6f591a825840afa95abba,0xf28f6fdea3fa1d98de91718823b5150a9e670df4,0.473326,150213,79138,18,2703834,381,67,1,0xa7a015d153842c3a1d7a27e611cb1311c55e095e02ea1bd1827a2fc2acf0eaf485c066db814,77,Success,0,contract_interaction,2016-07-08,2,4,Friday,0.5268385559172641,5712413.85429915,46042,False
0x4d9d84b14e94b92c555dfae5a9de73fee4b83519654d17d8c2635ad2addd1e95,14964166,2018-08-31 21:47:22,0xe5d4124fa8a9cb4f4adc13b7097603833652eda0,0xa718c6b57ab16f708d6048d33d2dac464910ba3a,0.036689,310582,266524,20,6211640,253,147,1,0xc29716a6e7ca3abf67e2f26f4274955e6ee44234e8e70512055a9d8e3b8d53b2e53fb2a1c8f2d432b1c78037bc50cf2faaf,101,Success,0,contract_interaction,2018-08-31,21,4,Friday,0.8581437430372655,169305241.35299408,56486,False
0x0be3d76f3c70e3adc5d1874918404adcc3caef430d836ce935ae3fe99c8636b2,8981233,2022-06-25 05:34:59,0xc1e59d64b4e3997ca5334979d71cbc4497b85861,0xbd174cac7bd482713aec6da055e3e13b10d3d7ad,2.015593,401364,286503,140,56190960,244,64,1,0x63b496d306405d3dc82ee09d362b58372f315ec62eb9b442d533350072b78b8bf8e2c7138cea084b71087849800,93,Success,0,contract_interaction,2022-06-25,5,5,Saturday,0.7138233623344395,27878128.1736938,65856,False
0xe89ad118baec039ff63e886373b041baefca82edaa24f6e7fa5c77ac44b9b56a,7516056,2021-03-20 03:38:49,0x691df7da382983352abdaa0b5021bbdb661eece4,0x4412adb0d51358a4f067b37c20df2d5aa94d01e7,0.108689,23083,22910,116,2677628,91,51,0,0xa43a37046b11d0555c5347f0dcc850677fe974d86ccec71421faa60b627f4d767b34f832842b,78,Success,0,transfer,2021-03-20,3,5,Saturday,0.9925053069358404,24635685.3039406,69268,False
0x4264290e3c80bcf56fb9c0ce6397abb1ec56e75fe223d1af37f8f52e2fe9e02b,8346697,2020-08-27 19:53:18,0xa0eaf6ed541a6cbb935b28ad011734301fadfab1,0xd12eb1c179b53fc54170c6d5fd6d4f1a67f4a523,1.290253,22048,21615,168,3704064,330,173,0,0xb8854b737f5ea9271c8f3a74e8a53e4b4e4551dae07830590a23,54,Success,0,transfer,2020-08-27,19,3,Thursday,0.980361030478955,2870804.408127708,47785,False
0xe76962fcad6e44f3d2ae75fa428ef62e2226a29ae9c9e39ecc1098a70ea04432,4279269,2024-06-06 19:54:43,0xefe0077f9d196c70edf88edf60838a7c90d45394,0x12572d82cd278a85a4f996a4b5fce3b0c3e38567,0.325856,21773,21727,171,3723183,638,144,0,0x003c8797878a6f9793f61be4a10ceee97104418d131986bafca441697bfa1472b4c581bc,74,Success,0,transfer,2024-06-06,19,3,Thursday,0.9978872915996876,11425853.751350291,70015,False
0xc9b49ae69f36e7d7f71154ce59a41670188f990bf02a49db618756aaf2d2e1df,14309826,2024-02-29 01:46:32,0x1d94451dc68d4ae5ccb53587950df418a14c929a,0x71cd4bd440b4c503d1b4c7f7982b8eb4734fb9b2,0.979585,26291,23711,168,4416888,731,125,0,0x1566f3c3a084f89423778eb60fc6743d89cede10caf20ef677a628538c2c85a67b1aac596e576a1fe31b227ea7dcf545,98,Success,0,transfer,2024-02-29,1,3,Thursday,0.9018675592408048,4508937.968629573,89268,False
0xc4954a1d0364922c65aeda5562e1562aebc1624d2e0fca837f9ff393d139e4a9,8473241,2019-07-31 11:32:02,0x336641ce495e753d6aca505923fb56c13ae6f3ba,0x51f1035770d7cfa0d6e64351d4d3d5c5d8270692,0.701851,28774,26563,149,4287326,862,133,0,0x162be866e5ec037de2f2a42525babdf12d81c2f3383a6400201fbe8,57,Success,0,transfer,2019-07-31,11,2,Wednesday,0.9231597970389936,6108598.548694808,32726,False
0x05b9479d72dc7a883d895c1e1728ebd0ea3bde78dbd27d5289e4d0bad6ff260e,10161544,2020-11-06 22:10:39,0x5382d6cae1bbb7b7c869d738b2327d17952c6f03,0x62ffe4494a5eae05377d1f08be3de8b59e75e241,0.248247,28226,22862,33,931458,140,84,0,0x22ddba5373236f76,18,Success,0,transfer,2020-11-06,22,4,Friday,0.809962445971799,3752142.01984314,43321,False
0xbc9fc4ccd2d56e2be5fbe4e79ec9b5de3f3832a1ec3b78e250003f54387ca568,14383517,2023-05-01 00:26:00,0xa930241d467a182e5747340ca158f98dd68d7e71,0xbb6cef4f3cfaaea35ad82d8f5fa3bcfbc28c6f1c,3.02585,26274,22848,195,5123430,0,172,0,0x06c608e799107b2f1fc29a69a54cb,31,Success,0,transfer,2023-05-01,0,0,Monday,0.8696049326330212,1693220.0869177256,51861,False
0x154bc959b5248f46f6e09151fc2dd8af2cfd4f907c3ef034e0037a0acf03d900,4267796,2023-04-11 14:09:13,0xe4765e83f3394195f8577ec8da97bd373a1965ad,0x22b00c1a90e2edc37716a8c228d18f93cd53406d,1.359152,27523,25914,190,5229370,193,183,0,0x56c42d4d854a6a007a03025764d6038c38cfd99725603e84f5,52,Success,0,transfer,2023-04-11,14,1,Tuesday,0.9415398030737928,3847524.044404158,75783,False
0xb80fbd70706b238e71790b0324fdfc9cf433c76116cca4478e9d4851929fac2c,11622782,2016-12-20 08:17:15,0x3bd8ebae5192946309be07ae351bf7860b297382,0xf17ef24cc8cd6acf0850afd98f349d5d982d24f1,0.185103,487325,63791,193,94053725,12,77,1,0x7fe6646dd0309,15,Success,0,contract_interaction,2016-12-20,8,1,Tuesday,0.130900323192941,508115616.7106962,40805,False
0xfaae7d17052b8f4ea265b041df91c990c0d0d1e957aa5dc1d40e9518a8df7f4e,5118770,2021-02-09 08:41:56,0x73b4a2a99b2353154f64630756431821be5fb2e5,0xf304122c5b3f419161b182ecaf62326821377f95,0.524329,27676,26524,171,4732596,44,41,0,0xa66db60ddaab6c5f2fa7f9a6ac0588b9819c1cd586768b9dbfa975d47,59,Success,0,transfer,2021-02-09,8,1,Tuesday,0.9583754877872523,9026004.665009946,56523,False
0xe0b43316b98f268204c52bf75d4a0a6449a94c469516f81263b4b0138bf3797f,7061269,2021-06-22 23:51:08,0x7ad0d683b5cc3b8dc1c4701a2295690bad065a1e,0x70464eae8fb44bf9a7e9ce42d2e490469cdd3ac5,6.021257,28662,22248,147,4213314,101,182,0,0x50013138de9cea2fb0a5f3d1,26,Success,0,transfer,2021-06-22,23,1,Tuesday,0.7762193845509734,699739.9380229078,72209,False
0xe8fe9d79aff50c995a9531db4d31bcbc82f480b40932457e15153645af354e28,5581867,2016-04-11 08:15:05,0x449f728588753b93c0bbc6adf7089dd787b6a27f,0xb029ead1aff7fd8492a7adba745cc14548b06ff4,0.307994,28023,28009,3,84069,42,72,0,0x3047e972a39839ccc2254d73acf9b58ec32402da2918c36db9fbafbf76eef3bddd7144d6eef29d2483c7b4f,89,Success,0,transfer,2016-04-11,8,0,Monday,0.9995004103771902,272956.6160379748,66213,False
0x18b47c5c418461f37e684da15ca56d898b1476d5135722a88c4f904fb22fd25f,2990458,2021-07-25 21:10:46,0x9728956c55165934f99528d3dff358ec58da8611,0xecf7914d987b7f1692524e1069a740b082ab6b10,0.40068,22355,22048,138,3084990,388,32,0,0xcf114a237cb7,14,Success,0,transfer,2021-07-25,21,6,Sunday,0.9862670543502572,7699386.043725667,74163,False
0xa4fb237be283a02f9861a65044e6c6c5df08ecb516dbafc800ae2397ede4219e,5084513,2024-05-01 16:56:04,0xbe5aec60046a0b1f19909cb246767cd53cbdd1db,0xc26620bde92eff9efe12462fcaf5bf19c0e62d34,0.335678,24796,24578,56,1388576,842,129,0,0x67589818aa24281f1890101545fe2c62b4c4ea448e1938b3ac766d0b010702,64,Success,0,transfer,2024-05-01,16,2,Wednesday,0.9912082593966768,4136630.937982233,28072,False
0x08597bbcd91e034ad525b1b6ab197e1afedf7728111c34744ff805e2f6931afd,13796696,2019-07-23 20:41:34,0xd484cea3e90594639948d2853cd39f1bf471d372,0xb90f1985d50d591e486eb1e347013f2044382c10,0.320396,7113956,6929395,32,227646592,290,143,1,0xd75458a7836bde5e781229a709ecc87872031b89f1aac79c4,51,Success,1,contract_interaction,2019-07-23,20,1,Tuesday,0.974056488401109,710516336.0341578,71982,False
0x9bdb5cf700c530a3a8faf124078975e5dff049a527484a989317099a3178f136,4804292,2021-05-09 22:29:46,0xd7a4d68bb70a73a3aef615e4b68fd688cbbff92f,0x258adc390eed6928aeabe7acc2ea731e24c82a77,4.203102,22109,22053,42,928578,662,59,0,0x7e8baf86bbac2d2f694,21,Success,0,transfer,2021-05-09,22,6,Sunday,0.9974670948482518,220926.82975573756,8418,False
0x03fb2b1357fcf2c36caf285b7b4bd3481c4ea399c248fc2d437e777348faa182,4261980,2017-07-11 15:22:44,0xfcb2e0fffd7889de8be6e7a49e98b05a85011f4a,0xc818a1ac7d74f85b9665ab6503ffc4263aa9513e,0.607445,29893,27305,171,5111703,624,139,0,0x022ba17797f66c799633292c3230cf99aff014fc3e6203f100300003b5e8b9ef2ff3,70,Success,0,transfer,2017-07-11,15,1,Tuesday,0.9134245475529388,8415087.785725456,70456,False
0x0c08e4188774453298b462aaba850c16a27dada04eac61e6e6cb93195a5c2163,14618371,2023-01-30 18:32:09,0x0508e609b60ac3a8c0c2f5123ad65e354642f54d,0x460bf3b954b98d40a8a99c3a309e261d0e66215e,0.281955,85674,38589,91,7796334,616,155,1,0x2232b486b3cfed691109dc374466ad372f0d52076172d09c63a4b,55,Success,0,contract_interaction,2023-01-30,18,0,Monday,0.4504166958470481,27650986.859605256,19914,False
0x5581b62e54fba1b1d2f40dcbd12794f94cfb1324b81f8642e99536068dfcd5d2,2422282,2018-10-01 10:12:38,0x9eed9dd71ce54cbfcb133f6ac4374042f7b456bd,0xff585edc7a5e48fbfa17b56967e4934ab4f70709,0.056073,22443,21703,187,4196841,988,147,0,0x1cba83a927fb7f5e44fcd,23,Success,0,transfer,2018-10-01,10,0,Monday,0.9670275809829344,74846022.14969772,9661,False
0x9e8127041b15c226febbe7114a355f81c9edead337879b02b95893d78c904416,7756444,2022-08-28 08:20:49,0xa085cdf50cc416dca0ebe76ce22782e3b571376b,0x5204245b2a2e05fa0413c555576693495da22ec5,1.313204,23212,23133,13,301756,526,167,0,0xf170acedb7e1881c938153a801137655d331d9cc6b,44,Success,0,transfer,2022-08-28,8,6,Sunday,0.9965965879717388,229786.0804566541,70691,False
0xa584afbbc305dc7f48a9b485a3ef1f91dbf4c7f1bbe289d9f23062d4cdbb5ec2,13670977,2019-04-28 19:47:28,0x0dbc5583443fca63fed26faea0f40fb1bd9c561b,0x9e2ed2d5a144056c4de7d294ba970cf67b58d181,3.396911,321550,285572,30,9646500,401,1,1,0x7640c21e893aff1e7dac7a9c53893fe,33,Success,0,contract_interaction,2019-04-28,19,6,Sunday,0.8881107137303685,2839785.911376542,52928,False
0xfb1e2321159e22623c7d8eacc86b6de26d7d350800f778386e8809765f2bf930,5219817,2020-04-21 15:18:51,0xb8b7c818f0cd87f076a7e11914a85f8791bdacb3,0x5bb2c8088faa3ebfd4f25d35c1ecd5ad7b820178,0.776401,248725,246727,31,7710475,658,101,1,0xd3d3b9798805cb508402afe6e41aba6d8de55357dc0623334e36870e7ffc3d7cf5d7387d59e3d,79,Success,0,contract_interaction,2020-04-21,15,1,Tuesday,0.9919670318624988,9931047.229460036,5923,False
0x18c3eb1b7a4e2aec83d9dc6308478ffe77afef3cf3b079bdf1cbf75d8a37275c,5444713,2022-04-25 21:18:29,0xfe995a00b5de947df4c1b4b1022025c302b0c17e,0xb42689bb44f5f116bb911436883fbf6ef6b89007,3.317791,23449,23055,26,609674,337,173,0,0xfbd3ace846dabb21ea3e50cbde93fef3208,37,Success,0,transfer,2022-04-25,21,0,Monday,0.9831975777218644,183759.01315061736,1977,False
0xc42a8a2a532e019c1e449f1d91476d6be6a582efd324ec24a6918106fe80bdaf,3639364,2018-09-14 10:30:13,0x1a3ed13a32e97cc31667baf165d337643e7d80fd,0x7dce27ce175fc867c4348ed17e908a7f0d5e821e,1.943428,26991,22231,21,566811,55,95,0,0x168ccd0c93e7c284bb27469b25fbcdc0490de0a1bb0aeec25bc02b831a74f911191f05e1,74,Success,0,transfer,2018-09-14,10,4,Friday,0.823644918676596,291655.26070428133,74521,False
0xf0744e1e3482256ae556ee699a0b02d7e6f58546f0b1b9529c54241c7f180f72,2861776,2021-07-15 18:06:39,0x5ea26e77859119dc5eaf576ec157f806364ea95d,0xb659c21961b2148b5ffa33e31b338ca46ef3ec2d,0.047843,22814,22709,111,2532354,956,141,0,0x81241dd2361b907d8d30c8295fe347cbf05e7929e18378bda4fb87e7e4b53c587fc1e76bf316a,79,Success,0,transfer,2021-07-15,18,3,Thursday,0.9953975628999736,52930501.84980039,95785,False
0xc8c07f1e0854cabd22cfb0df30fa1546f0eccd6868f5ffe81210ce8b17d180d7,8110779,2015-10-21 08:28:03,0x2f5ca27fceae2381e45df1d495a14b345502219a,0xfeb3e6c7e434a54e82f6756b4edad99c3eaa27df,0.335649,446794,107586,109,48700546,40,188,1,0x9e038012e1207ad369c915bfbdac85e1dc713f593b25cf6068b2ff91273786b5507aa59bbfeb05,80,Success,0,contract_interaction,2015-10-21,8,2,Wednesday,0.2407955344073555,145093672.258818,24383,False
0xca96c13ffab1584eebf044208184d77ee33f918707a4ec17ed8b240135eb2430,14142030,2021-09-11 10:16:13,0x2e061c202953e3daaa4081721962d250d3a7a69b,0xaff104d2606bcecf39b2353884f023f642b012b7,1.759914,221514,91661,99,21929886,682,39,1,0xbfb642551495b84ee952ed8ac9f4ea7feb2d60eb6bf28,47,Success,0,contract_interaction,2021-09-11,10,5,Saturday,0.4137932591168052,12460771.378601454,92994,False
0xea61c820e535ac7703bf4cd53ed9243eb5959f7ef016adb5077833d98482a185,7728065,2023-11-10 15:12:31,0x6c5e59ab9d9816a1004f932df8bce57e162932c4,0xe57b58df07b9ed15a52f580d66990b0cb60f68cd,1.581254,194622,159604,140,27247080,606,192,1,0xed63860ac2a503794891ab731e8389bbc8576df9ee44cb2bdf732713c80dac0e54bf26990c,76,Success,0,contract_interaction,2023-11-10,15,4,Friday,0.8200717287870847,17231311.35162346,73171,False
0xfda3cf3ee6e332f9f118b0f10aae051fc228981df4b91e5342f514c680452ec5,12262999,2021-05-08 18:52:57,0xe34eb325aa0159883cbfeb8aa14fa2ddbeae9ec1,0x65d0dac6ef91e36b6c662a742624068b77eea869,0.313724,23343,21394,25,583575,972,176,0,0xf2f1ab282ccf057a67bc9ea0930932,32,Success,0,transfer,2021-05-08,18,5,Saturday,0.9165060189350126,1860154.148232204,60613,False
0x5548256cda505fa193b817c4cbd728e2c779ab82f72445e10a69e32251eacdc2,8471109,2023-04-11 15:32:10,0x24f7cca1d90e4607eb7916742a4f10acdfad9d00,0x2dc1ecfe651c7d10ca8d316e28007cc98a7e580c,0.162399,121477,31069,19,2308063,582,180,1,0xdbdaecf03f29a47ac5eadb5f5d29380011cec4f5d5403041b8a8947233dbb6b356c7e084,74,Success,0,contract_interaction,2023-04-11,15,1,Tuesday,0.2557603496958271,14212298.1052839,50629,False
0x1c576f13079d3eb323a0585c8d0ae8fda1e3a56d6171ffc69b72f5dc01d33256,7842665,2021-07-08 15:44:56,0x3c0999ea833b02959afccab206eb8ac67f77dd98,0x4d654ac6c758445bbdab7b23658bb2f012e61310,3.227944,25016,22200,90,2251440,454,69,0,0xeae0c48e7d143ad1a8b883a3f2276b1d9b71f932a,43,Success,0,transfer,2021-07-08,15,3,Thursday,0.887432043492165,697484.2190570841,28599,False
0x0b9d6a660b12737aafb6e2f7788bc803e50fa7093fbcaa6aa5ae5d41bb4c6546,13934329,2023-03-10 22:01:55,0xf8caeed0842ea16f9a332fe58328cd4b82ff2ee5,0xc2cd390cd1d01314f423f721f91d86c6dddb0dfa,1.058746,26295,23948,78,2051010,936,55,0,0xe3c4f0c8c5970e8489a16b0f0bc22b1f7b2147f9594bb8b383bcf39c3d3bb26f58729c957a0fe54cdc3b83,88,Success,0,transfer,2023-03-10,22,4,Friday,0.9107434873550104,1937206.846590212,86069,False
0xc76082588d11f2e095c45cae55bc8c3efa83b1f8bb5b9d2ac612b3ea01163557,7562596,2017-10-07 04:01:56,0xe0c15520a42a07bcd900d4754d0664c2e6ff2e22,0x0fb18c03755752a9938ec9fda68fef8a015c8915,0.606451,28584,26080,2,57168,887,5,0,0x30246a85d02a5bb35dd940f49991d32792d90a5bc32ac157a2d0212fac4c069e690e812e070dcfbf,82,Success,0,transfer,2017-10-07,4,5,Saturday,0.9123985446403582,94266.47824803654,60805,False
0xf986f219f36066c31e0ccd75befa580702814c20435d2da60528209d4d1edff9,6750503,2017-01-12 22:47:06,0xeb77234b297eb3623267e64e5881a46fa74af493,0xf00c99e758e0723872eb58610c0ca7b23902fb63,0.271424,107608,26218,188,20230304,759,131,1,0x9cb8f23a1bbc76a642d000b6a15aec4f98af4202e5a310ce5969caccbcd552d09cdaac,72,Success,0,contract_interaction,2017-01-12,22,3,Thursday,0.243643595271727,74533954.25607169,28334,False
0xc7a92ec32bb62271696780aa5fec27327af08449e9adaaa2bf6211356cdb11e3,5447593,2023-07-28 06:55:06,0x8e754153d1d8077d79fcd89cd02ff5708c2a0667,0x4f36378574ba5a511a8f4c96e3927773a13475e1,1.507432,22728,21753,122,2772816,450,25,0,0xbdc18cd04b91ef997fcf0bf73702aa6aec45f3e4f9006560a3acd8f931dabb77339c6ed5de80ec7ca3,84,Success,0,transfer,2023-07-28,6,4,Friday,0.9571013727560718,1839430.2363224344,80390,False
0x1168afd8af48efc0b62082b38ee31ff89729330aacd8b6d5cff3fa1584d3a642,8945988,2020-03-09 22:29:08,0x2bff6ff09ef39e2b3f2e1bae74314106bfe76817,0xbd7c7850a5ba1fd8a40bdc9243936f486f71868b,0.567566,21522,21097,168,3615696,949,68,0,0x773459ddfdd132ce3dd94f8c7f2c72f5bbffadb3ad01e,47,Success,0,transfer,2020-03-09,22,0,Monday,0.9802527646129542,6370529.594796023,65558,False
0xe202c0a71b4af07895631a3c26bbb42dd64d8341b2a3cb0875df3d8f1b62e3fe,12435247,2019-10-06 15:51:34,0x8a9280213e0ac0a8f793683419d9af8587b1e0f7,0x62a37d33741a278d77a8f46bc2fff2305ca9c8ef,1.861437,21599,21240,29,626371,434,89,0,0xce1fd876b9a1ee938fc56f1bac1f4b24e71e364a6e27a364ef3173,56,Success,0,transfer,2019-10-06,15,6,Sunday,0.9833788601324136,336498.62982201384,17494,False
0xd3877f5c16c7e1a950907fdc0fd1e814588959be2661d6a2aac63e14d9ee6fb8,9528518,2016-07-23 10:47:09,0xf48394d37c94c3d03878293cb789ec84cb8ce5a8,0x2bff6ff09ef39e2b3f2e1bae74314106bfe76817,0.017248,29418,23613,165,4853970,343,157,0,0x896445a513327010ec962f8a680c9504212fdff44f6f281f67195db48d7030dbdb39416d,74,Success,0,transfer,2016-07-23,10,5,Saturday,0.8026718335712829,281422193.877551,2838,False
0xb358b61765187ac37cb3446dc427c8d0da19b91f592e5ad57ed2ac1b93a8c89c,9292253,2021-03-12 13:40:46,0xe57b58df07b9ed15a52f580d66990b0cb60f68cd,0x38a634646bff6603d27d9719cbc4d01270c1d56f,1.154798,403616,29618,165,66596640,305,156,1,0xd7190f57a0ab124a55a686f78684e400dad803d498663897504b34b47d1524d246dec9a1f837768cb21113be50b92da5e,99,Success,0,contract_interaction,2021-03-12,13,4,Friday,0.0733816300642194,57669514.49517578,67387,False
0x1b021359234ff3b98a5765c65d62baccc8787113a702b003648397d640e25419,4444832,2023-08-29 11:59:18,0x7291026a75de9bb6016d0f6d1dd29dbf5638395f,0x0553605f949bd62002ebcb818ea89cf2e2881452,0.271921,23475,21990,166,3896850,433,131,0,0x7b5fae462c4e280c0a9c5596d928d31b3caa280472b7fd47cb750d953,59,Success,0,transfer,2023-08-29,11,1,Tuesday,0.936741214057508,14330816.67101842,42888,False
0x81bfc2cce4b8fc7c6e1a7b7651c4bdff5e4e42883d50a2cae3de40ea9eb6d92c,14568345,2018-04-11 01:57:04,0x1098f4be56a823d32cddef78411b752a19e57949,0xc913f1c85cb9bf5ac844282a848c2d4906060904,0.006154,25456,23760,70,1781920,484,66,0,0xc2dfa59595e46dc0310ae46f27c7804f01e2b0,40,Success,0,transfer,2018-04-11,1,2,Wednesday,0.933375235700817,289554761.1309717,94021,False
0xc9a6d9bcb5ae5114cfea6ce39f22880426215b15eecb6fae27eb70019d0e404a,5066804,2016-08-10 17:41:48,0x5d3306be237a468cb5ce8ed611028c3a5fb647c3,0x7e727f5bd218b4c5ec9bf4876ad33329855905ba,0.091283,24752,3917,183,4529616,264,13,0,0xb467a683a08d203b9d89d10634abb58a75c5de21b7c834d65fc6fc7751f138445381524313b03150b,83,Success,1,transfer,2016-08-10,17,2,Wednesday,0.1582498383968972,49621682.02184416,75024,False
0x5affd3bf6863ce87d2da40fd8dddb203360eda960e556af36650d7f033a7a8e3,1366440,2022-12-14 04:40:59,0x8c51fac802542c5f6ff5c7df8a76a0bf2317e1fe,0xb9553edc66d9a277560f6cd4674d26e03c180530,0.886554,25491,23813,143,3645213,689,187,0,0xb0e56156f73a101b100cf375f30ee076d937e106a6dd890444fcf2188f4d,62,Success,0,transfer,2022-12-14,4,2,Wednesday,0.9341728453179552,4111664.940883466,62749,False
0xec21d13a9ed551317327dd82011b490c9194778ea45cd1af03f64ed23c636677,13809604,2022-03-01 16:35:56,0xba647ef5c571f460085c682a56552ed4c9742d38,0x5d3306be237a468cb5ce8ed611028c3a5fb647c3,0.115555,25007,23100,139,3475973,982,65,0,0x087c1cb168a931fc0eb30e16033337cc416db8de,42,Success,0,transfer,2022-03-01,16,1,Tuesday,0.923741352421322,30080680.195577864,79775,False
0x1aefa232a4ce30f49ad545f386f64436507925c3ecaeb8c96360553e38f2ddbf,10639639,2020-09-21 01:15:52,0x4a4599618ccd1747f569c16c845c2ace52df2276,0x00082203b0995f090617d01784759bce3065b8a8,2.493513,27147,22120,114,3094758,858,100,0,0x87f41f1b4ead8396495628371f5c9541b7be186f7addc9f102d99d,56,Success,0,transfer,2020-09-21,1,0,Monday,0.8148230006998932,1241123.6676929295,90209,False
0xe1d73b27bf7d31414f87eca4da4ed1c1cf72580dffa03708d6d866ef578799d8,1891275,2017-10-25 23:47:45,0x0071e17f912a57205ce2d17a55e6ecb348222016,0x2959b888c582729f3bbea2e0d38a398c442793b6,1.793549,438918,174782,89,39063702,263,188,1,0xec22b68d06cd9c13c5e7ad017572ca0a188dd144cf676050002001683c3e2dc4086b6ec0a20f1735a191,86,Success,0,contract_interaction,2017-10-25,23,2,Wednesday,0.3982110553679731,21780114.175860263,13707,False
0x48afadf221ace7774350f44945f60f823ef1e751b50a55aeaae7859062c774cb,2484303,2018-02-05 02:06:27,0x2b180e60b200eb836d0a52383be826c2cc0786dc,0x40ac2b4f7b434ca7566d923f3e90ef9c1c215cbf,0.386651,425902,340442,106,45145612,885,174,1,0x1149066ecee0c17e47d3552d12cbfc5f85585b0f1,43,Success,0,contract_interaction,2018-02-05,2,0,Monday,0.7993435109485281,116760623.92183132,46189,False
0xcc2ebb748a0b31858842acd01448c9387de69c912d6a71320a31f471a6c82a3f,5322203,2024-02-11 22:55:33,0xe86832afa4f237451b177a3231840c27fabf6752,0x377b190de00eb6d70bdc49be6ffbc52bce2012e1,1.112069,29484,22859,195,5749380,695,92,0,0x2bc0ca344f3c0a62c2f9c87a196c8af3b8c5a20a00523941d831b1d1705d89,64,Success,0,transfer,2024-02-11,22,6,Sunday,0.775301858635192,5169984.955969458,15094,False
0x371dd8921ddf7e5d9a0a2cb807b15cab9fc3d84055f73f5430169c6c0e1bc34b,12633596,2019-01-03 18:44:50,0x08084f0dace11238d46569f3adadc16800276c9d,0x18c18663903574638726b502ebd8b5cc09986ab2,1.538711,29843,25140,125,3730375,111,95,0,0x851d44b164b3b12a3115f29a25335416310bdf1e4a0efebc,50,Success,0,transfer,2019-01-03,18,3,Thursday,0.8424086050330061,2424350.641543474,24841,False
